search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-202092410-U,Liquefying and separating equipment of coal bed gas ,北京惟泰安全设备有限公司,"魏厚瑗, 丁琦洋",2011-05-24,2011-05-24,2011-12-28,2011-12-28,https://patents.google.com/patent/CN202092410U/en,https://patentimages.storage.googleapis.com/17/de/e8/ee26176aed82d7/HDA0000063414280000011.png
CN-202665256-U,Energy-saving and environment-friendly cold-and-hot dual-purpose juicer ,"上海富申冷机有限公司, 上海三电冷机有限公司","顾云峰, 庞达华, 包善群, 倪自力, 曾利群",2012-05-22,2012-05-22,2013-01-16,2013-01-16,https://patents.google.com/patent/CN202665256U/en,https://patentimages.storage.googleapis.com/b9/e2/bd/043a918582b1c3/HDA00001667245600011.png
CN-203458969-U,Efficient carbon absorption tower ,广西大新县雷平永鑫糖业有限公司,"何华柱, 赵强, 周锡文, 黄益雄, 梁裕, 郑明星, 苏绍典, 何仁东, 钟国洪, 莫劲冲, 李益清, 王斌武, 农洲才, 罗寿民, 龙军",2013-08-08,2013-08-08,2014-03-05,2014-03-05,https://patents.google.com/patent/CN203458969U/en,https://patentimages.storage.googleapis.com/9d/93/ea/912f06d06c0cc4/1308081104292.png
CN-103818878-B,Device and method for utilizing waste gas of coking furnace ,太原理工大学,"张继龙, 易群, 张小超, 李刚, 郑华艳, 荆洁颖, 任龙, 任晓霞",2014-03-11,2014-03-11,2015-07-15,2015-07-15,https://patents.google.com/patent/CN103818878B/en,
CN-205023875-U,System for sodium dichromate is prepared in succession to high -efficient self -loopa wet process ,四川省银河化学股份有限公司,"李先荣, 陈宁, 董明甫, 王方兵, 黄先东, 周杨",2015-09-15,2015-09-15,2016-02-10,2016-02-10,https://patents.google.com/patent/CN205023875U/en,
CN-105258380-B,CO is removed by the compact of thermodynamic-driven using mixed working fluid2System ,天津大学,"邓帅, 刘良旭, 赵军, 安青松, 高留花",2015-10-26,2015-10-26,2018-05-11,2018-05-11,https://patents.google.com/patent/CN105258380B/en,
ES-2755416-T3,Liquefaction method of a contaminated gas stream containing CO2 hydrocarbons ,Shell Int Research,"Thijs Groenendijk, Raimo Poorte, Nirupa Raghavan, Aken Michiel Van",2015-12-03,2016-12-01,2020-04-22,2020-04-22,https://patents.google.com/patent/ES2755416T3/en,
CN-101723806-B,Method for extracting borneol by using supercritical CO2 fluid turbulences ,华南理工大学,"朱宝璋, 朱迪",2009-10-30,2009-10-30,2012-11-07,2012-11-07,https://patents.google.com/patent/CN101723806B/en,https://patentimages.storage.googleapis.com/0a/f3/a3/906ee7bfb44dc9/H2009101935335E00011.png
CN-201543363-U,Pressure stabilizing device of decarburization PSA (pressure swing absorption) vacuum pump ,河南心连心化肥有限公司,"李玉顺, 姚元亭, 顾朝晖, 许萍, 朱迎红",2009-11-26,2009-11-26,2010-08-11,2010-08-11,https://patents.google.com/patent/CN201543363U/en,https://patentimages.storage.googleapis.com/0c/99/ef/9d97f167a80d1a/H2009202584859E00011.png
RU-98938-U1,INSTALLATION FOR CONCENTRATION OF CARBON DIOXIDE REMOVED FROM THE ATMOSPHERE (OPTIONS) ,Леонид Александрович Жинжиков,"Леонид Александрович Жинжиков, Лев Иванович Гаврилов, Алексей Анатольевич Кочетков",2010-03-17,2010-03-17,2010-11-10,2010-11-10,https://patents.google.com/patent/RU98938U1/en,
CN-202560349-U,Vehicle exhaust absorbing device ,吴炜晟,"吴炜晟, 李墨豪, 吴自晟",2012-04-20,2012-04-20,2012-11-28,2012-11-28,https://patents.google.com/patent/CN202560349U/en,https://patentimages.storage.googleapis.com/ae/fc/6f/a78a0ef229c2e4/120420130134.png
CN-203635041-U,Film absorption device for production of sodium hydrosulfide by using acid gas in refinery plant ,宁夏宝塔石化科技实业发展有限公司,"杨惠琳, 陈磊, 李国明, 孙巧莉, 马利海, 钟浩",2013-09-30,2013-09-30,2014-06-11,2014-06-11,https://patents.google.com/patent/CN203635041U/en,
CN-1321300-C,CO2 steam-solid particle refrigerating system ,上海交通大学,"黄冬平, 丁国良",2005-09-30,2005-09-30,2007-06-13,2007-06-13,https://patents.google.com/patent/CN1321300C/en,
CN-101103805-B,Industrial producing method for extracting fatty compound from melissa pollen ,山东师范大学,"耿越, 张健, 刘连亮, 周怡, 逯南南",2007-08-09,2007-08-09,2011-04-06,2011-04-06,https://patents.google.com/patent/CN101103805B/en,
CN-204739844-U,"Modified integration food level, industrial grade CO2 recovery unit ","镇江索普天辰碳回收有限公司, 江苏索普科技投资开发有限公司, 江苏索普（集团）有限公司","朱桂生, 唐丽, 丁雪梅, 邵守言, 王海亮, 黄诚, 陈志林, 王忠华, 徐国仲, 黄永明",2015-06-17,2015-06-17,2015-11-04,2015-11-04,https://patents.google.com/patent/CN204739844U/en,
CN-101497016-B,Double-connected fluidized bed reaction device with granules in internal circulation ,华中科技大学,"郑瑛, 徐成军, 冯志翔, 郑楚光",2009-01-16,2009-01-16,2011-05-11,2011-05-11,https://patents.google.com/patent/CN101497016B/en,https://patentimages.storage.googleapis.com/3f/bf/73/e78e25a4f05593/H2009100605569E00021.png
CN-201810295-U,Skid-mounted CO2 pumping device ,陕西宝大新技术实业有限公司,"付锦生, 白仁喜, 王光富, 王乾刚",2010-09-14,2010-09-14,2011-04-27,2011-04-27,https://patents.google.com/patent/CN201810295U/en,https://patentimages.storage.googleapis.com/38/40/41/b48cc610c70505/HSA00000271568100011.png
CN-102080235-B,"Method of producing cryolite by recycling flue gas containing SO2, CO2 and fluorine of electrolytic aluminum ",昆明冶金研究院,"李晓阳, 张春万, 谢刚, 苏其军, 何艳明, 杨万章, 栾景丽, 杨钢, 欧根能, 刘维维, 陶辉旺",2010-11-26,2010-11-26,2012-05-30,2012-05-30,https://patents.google.com/patent/CN102080235B/en,
CA-2737330-C,System for gas purification and recovery with multiple solvents ,"General Electric Company, Judith Pauline Oppenheim, Anindra Mazumdar, Air Products And Chemicals, Inc.","Judith Pauline Oppenheim, Anindra Mazumdar",2010-04-23,2011-04-14,2019-01-15,2019-01-15,https://patents.google.com/patent/CA2737330C/en,
CN-202548966-U,Beverage vending machine capable of simultaneously supplying cold and hot beverages ,上海交通大学,"刘剑, 代彦军, 邓帅, 周静雯",2012-04-06,2012-04-06,2012-11-21,2012-11-21,https://patents.google.com/patent/CN202548966U/en,https://patentimages.storage.googleapis.com/cf/07/31/e992111ce28437/HDA0000150772130000011.png
CN-102716590-B,Flashing-rectifying method and device for separating carbon dioxide and epoxy propane mixture ,天津大学,"高鑫, 李洪, 许长春, 李鑫钢",2012-06-18,2012-06-18,2014-07-30,2014-07-30,https://patents.google.com/patent/CN102716590B/en,
CN-202538636-U,Low-temperature methanol washing system ,新奥科技发展有限公司,李江保,2012-04-20,2012-04-20,2012-11-21,2012-11-21,https://patents.google.com/patent/CN202538636U/en,https://patentimages.storage.googleapis.com/50/9d/06/06b22eaa373fff/HDA0000155730040000011.png
CN-102671523-B,Method for fixing light calcium carbonate as CO2 byproduct by using humate and desulfurization gypsum ,上海第二工业大学,"孙志国, 谢洪勇, 刘昱君",2012-04-26,2012-04-26,2014-12-24,2014-12-24,https://patents.google.com/patent/CN102671523B/en,
CN-202881223-U,Device for continuously extracting walnut crude oil through supercritical CO2 fluid ,王向东,"王向东, 梁瑞峰, 李丽红, 段平肖",2012-11-08,2012-11-08,2013-04-17,2013-04-17,https://patents.google.com/patent/CN202881223U/en,https://patentimages.storage.googleapis.com/c2/de/50/fc4ca1c05ee6c7/121108145649.png
CN-203295854-U,Clothes drying system based on CO2 trans-critical heat pump circulating system ,秦海涛,秦海涛,2013-01-22,2013-01-22,2013-11-20,2013-11-20,https://patents.google.com/patent/CN203295854U/en,https://patentimages.storage.googleapis.com/94/16/5d/288e32d29a9164/130122094934.png
CN-203429144-U,Low-temperature methanol washing device with high CO2 yield ,华南理工大学,"钱宇, 刘霞, 杨思宇",2013-06-20,2013-06-20,2014-02-12,2014-02-12,https://patents.google.com/patent/CN203429144U/en,https://patentimages.storage.googleapis.com/32/ad/04/3624d238ebba9c/HDA00003379676800011.png
CN-201168557-Y,Flue gas processing system ,郑州大学,"孟令启, 孟梦, 王建勋",2008-03-31,2008-03-31,2008-12-24,2008-12-24,https://patents.google.com/patent/CN201168557Y/en,https://patentimages.storage.googleapis.com/d1/b9/29/1878ce22c0482f/Y20082006981800081.png
CN-201013337-Y,Enriched flue gas injection device ,辽宁华孚石油高科技股份有限公司,朱成林,2007-02-09,2007-02-09,2008-01-30,2008-01-30,https://patents.google.com/patent/CN201013337Y/en,https://patentimages.storage.googleapis.com/c5/ff/94/7bad6abf7c0d11/Y20072010353800061.png
KR-101045826-B1,CO2 collection system for field crops ,대한민국,"김건엽, 심교문, 노기안, 이덕배, 정현철, 서상욱",2009-05-11,2009-05-11,2011-07-05,2011-07-05,https://patents.google.com/patent/KR101045826B1/en,https://patentimages.storage.googleapis.com/cd/29/5f/c44637436e2d4f/112009028188606-pat00001.png
CN-101863764-B,Method for extracting and separating coixenolide and coix seed oil step-by-step by using supercritical CO2 ,福建仙芝楼生物科技有限公司,"李晔, 姚渭溪",2010-06-18,2010-06-18,2013-03-27,2013-03-27,https://patents.google.com/patent/CN101863764B/en,https://patentimages.storage.googleapis.com/da/9f/1e/f6c999cf059ba8/HSA00000166053100011.png
CN-201525815-U,Device for preparing urea by utilizing aqueous solution total recycle process ,宁波金远东工业科技有限公司,"钱镜清, 钱伟阳, 彭本成",2009-09-30,2009-09-30,2010-07-14,2010-07-14,https://patents.google.com/patent/CN201525815U/en,https://patentimages.storage.googleapis.com/76/19/51/f2098616f710b1/H2009201982651E00011.png
CN-102731438-B,Absorption-rectification method and apparatus for separation of carbon dioxide-epoxypropane mixture ,天津大学,"李洪, 高鑫, 许长春, 李鑫钢",2012-06-18,2012-06-18,2014-05-07,2014-05-07,https://patents.google.com/patent/CN102731438B/en,https://patentimages.storage.googleapis.com/28/1f/69/0ca38b893a97c9/HDA00001779908600011.png
CN-102580584-B,Preparation method of gas separation membrane ,哈尔滨工业大学,"邵路, 全帅, 刘洋, 姚宇环, 孙红光",2012-03-07,2012-03-07,2014-04-23,2014-04-23,https://patents.google.com/patent/CN102580584B/en,https://patentimages.storage.googleapis.com/90/96/b4/b225875c919390/HDA0000141401110000011.png
CN-103241751-B,Preparation method for high-purity magnesium oxide ,陕西师范大学,"白云山, 梅宇, 王小彦, 王科旺, 史佳妮",2013-04-27,2013-04-27,2015-01-21,2015-01-21,https://patents.google.com/patent/CN103241751B/en,
CN-201912867-U,Active carbon adsorbing and recovering device for organic waste gas ,张家港市三星净化设备制造有限公司,曹建忠,2010-12-17,2010-12-17,2011-08-03,2011-08-03,https://patents.google.com/patent/CN201912867U/en,https://patentimages.storage.googleapis.com/08/c0/fe/d77cc5cb6a7763/101217134920.png
CN-102225819-B,Acidic water treatment method ,"中国石油化工股份有限公司, 中石化宁波工程有限公司, 中石化宁波技术研究院有限公司","郑明峰, 王显炎, 邢涛, 张骏驰, 赵国忠, 李忠燕, 魏蒙",2011-04-26,2011-04-26,2014-05-21,2014-05-21,https://patents.google.com/patent/CN102225819B/en,https://patentimages.storage.googleapis.com/b0/16/1c/ffcaa132c2b1ab/HSA00000486813200011.png
CN-102172470-B,Method and device for removing sulfur and carbon oxides from power plant flue gas in combination mode ,华北电力大学（保定）,"马双忱, 高莉, 崔基伟",2011-03-23,2011-03-23,2013-11-06,2013-11-06,https://patents.google.com/patent/CN102172470B/en,https://patentimages.storage.googleapis.com/fd/05/ef/d98750a225ccb4/110322114044.png
KR-101100035-B1,Sequestration of carbon dioxide by the waste gypsum ,한국지질자원연구원,"장영남, 채영배, 채수천, 김형석, 류경원",2008-07-15,2009-07-14,2011-12-29,2011-12-29,https://patents.google.com/patent/KR101100035B1/en,https://patentimages.storage.googleapis.com/02/ad/97/cfb4ab14d7787b/112009042622212-pat00002.png
CN-101596393-B,CO2 hydrate formation promoter ,中国科学院广州能源研究所,"李小森, 徐纯刚, 陈朝阳, 李刚, 颜克凤",2009-06-26,2009-06-26,2011-05-18,2011-05-18,https://patents.google.com/patent/CN101596393B/en,
CN-201621891-U,Air-cooled type efficient CO2 refrigeration unit ,东莞市泰格冷热设备有限公司,汪永斌,2010-03-31,2010-03-31,2010-11-03,2010-11-03,https://patents.google.com/patent/CN201621891U/en,https://patentimages.storage.googleapis.com/fc/24/d8/1ff00410bac23b/HSA00000055208700011.png
CN-201652795-U,Air source CO2 heat pump unit ,东莞市泰格冷热设备有限公司,汪永斌,2010-03-31,2010-03-31,2010-11-24,2010-11-24,https://patents.google.com/patent/CN201652795U/en,https://patentimages.storage.googleapis.com/e4/fb/70/5f139bccd42c99/HSA00000055203600011.png
KR-102290952-B1,Recovery of perfluorinated polyether oils from grease matrices incorporating extraction aids by carbon dioxide extraction ,"더 케무어스 컴퍼니 에프씨, 엘엘씨","키스 더블유. 허치슨, 샤론 안 리베르트, 존 리 하웰, 시안 리앙, 발 크루코니스, 한스 위르겐 쇠네만",2014-01-07,2014-12-23,2021-08-19,2021-08-19,https://patents.google.com/patent/KR102290952B1/en,https://patentimages.storage.googleapis.com/eb/6f/5f/0350ba35b94ef3/112016075005637-pct00027.png
KR-102290938-B1,Perfluoropolyether extraction processes ,"더 케무어스 컴퍼니 에프씨, 엘엘씨","키스 더블유. 허치슨, 샤론 안 리베르트, 존 리 하웰, 시안 리앙",2014-01-07,2014-12-23,2021-08-19,2021-08-19,https://patents.google.com/patent/KR102290938B1/en,https://patentimages.storage.googleapis.com/b0/c3/7a/155bd5978ac3fc/112016075006212-pct00024.png
CN-106457064-B,Perfluoropolyether extraction method ,科慕埃弗西有限公司,"K.W.哈钦森, S.A.利伯特, J.L.豪厄尔, X.梁",2014-01-07,2014-12-23,2019-12-13,2019-12-13,https://patents.google.com/patent/CN106457064B/en,
CN-202033357-U,Root system CO2 in-situ automatic measuring device ,中国科学院新疆生态与地理研究所,"赵成义, 林而达, 盛钰, 李新",2010-11-03,2010-11-03,2011-11-09,2011-11-09,https://patents.google.com/patent/CN202033357U/en,https://patentimages.storage.googleapis.com/f0/6f/50/e51fd6bae23a0c/HSA00000330362900011.png
ES-2319052-B1,"OXYGEN TRANSPORTER OF NIO / AL2O3, PROCEDURE FOR OBTAINING THE SAME AND ITS APPLICATIONS. ",Consejo Superior De Investigaciones Cientificas,"Juan Adanez Elorza, Luis Francisco De Diego Poza, Francisco Garcia Labiano, Pilar Gayan Sanz, Alberto Abad Secades",2007-07-27,2007-07-27,2010-02-15,2010-02-15,https://patents.google.com/patent/ES2319052B1/en,
CA-2911129-C,Deacidification process for a gaseous effluent by an absorbant solution with steam injection into the regenerated absorbant solution and device for its implementation ,"IFP Energies Nouvelles, Ludovic Raynal, Matthieu DREILLARD","Ludovic Raynal, Matthieu DREILLARD",2014-11-04,2015-11-02,2022-10-04,2022-10-04,https://patents.google.com/patent/CA2911129C/en,
CN-101318099-B,Process for removing organic sulfur in low-temperature condition ,昆明理工大学,"唐晓龙, 于丽丽, 易红宏, 宁平",2008-07-10,2008-07-10,2012-07-04,2012-07-04,https://patents.google.com/patent/CN101318099B/en,https://patentimages.storage.googleapis.com/dc/43/02/84d4ea449b8ef4/S2008100586686E00011.png
US-10208960-B2,Method for operating a gas turbine installation and equipment for carrying out the method ,Ansaldo Energia Switzerland AG,"Andreas Brautsch, Richard Carroni",2007-11-27,2010-05-27,2019-02-19,2019-02-19,https://patents.google.com/patent/US10208960B2/en,https://patentimages.storage.googleapis.com/75/05/d9/43da06f08b1ada/US10208960-20190219-D00000.png
CN-103005005-B,Device and method for removing pesticide residue from plant by supercritical carbon dioxide ,福建仙芝楼生物科技有限公司,"李晔, 姚渭溪, 华正根, 王金亮, 黄样增, 朱忠敏",2013-01-16,2013-01-16,2014-01-22,2014-01-22,https://patents.google.com/patent/CN103005005B/en,https://patentimages.storage.googleapis.com/65/04/c7/5bd2d9f7dc0a3a/130116102833.png
CN-101302148-B,Method for producing aminic acid by glycerin water thermal reduction of CO2 ,同济大学,"金放鸣, 张亚雷, 沈峥",2008-06-24,2008-06-24,2010-08-18,2010-08-18,https://patents.google.com/patent/CN101302148B/en,https://patentimages.storage.googleapis.com/5d/a4/ef/cf8359bdb0f78d/S200810039421XE00011.png
CA-2753410-C,Methods and systems for optimizing carbon dioxide sequestration operations ,"Schlumberger Canada Limited, Sandeep Verma, Charles S. Oakes, Terizhandur S. Ramakrishnan","Sandeep Verma, Charles S. Oakes, Terizhandur S. Ramakrishnan",2009-05-01,2010-04-30,2016-02-23,2016-02-23,https://patents.google.com/patent/CA2753410C/en,
CN-104263442-B,A kind of method utilizing ionic liquid desulfurization from natural gas to take off lighter hydrocarbons ,浙江大学,"赵旭, 邢华斌, 任其龙, 杨启炜, 苏宝根, 张治国, 鲍宗必, 苏云",2014-05-14,2014-09-04,2016-09-07,2016-09-07,https://patents.google.com/patent/CN104263442B/en,
CN-104297778-B,Low-frequency shock source in supercritical CO2 phase change energy-gathered explosion and shock source collection method ,河南国科特种装备有限公司,王海平,2014-11-03,2014-11-03,2017-01-25,2017-01-25,https://patents.google.com/patent/CN104297778B/en,
CN-100418610-C,Composite decarbonizing solution for recovering carbon dioxide in waste gas ,辽河石油勘探局,"张凤山, 张永春, 高远文",2007-05-31,2007-05-31,2008-09-17,2008-09-17,https://patents.google.com/patent/CN100418610C/en,
AU-2007253790-B2,Process for treating a gas stream ,"Thiosolv, L.L.C.","Mark C. Anderson, Michael F. Ray, Ronald Shafer",2006-05-17,2007-05-17,2011-10-13,2011-10-13,https://patents.google.com/patent/AU2007253790B2/en,
CN-100526273-C,Method for integral production of liquid ammonia and methanol and/or dimethyl ether by using coke oven gas as raw material ,庞玉学,"庞婷, 刘武烈, 万蓉, 王志坚, 杨泳涛, 庞彪, 张学仲, 庞玉学",2007-07-10,2007-07-10,2009-08-12,2009-08-12,https://patents.google.com/patent/CN100526273C/en,https://patentimages.storage.googleapis.com/58/5c/0e/0a08d77c9b8790/C200710118599E00151.png
CN-101700902-B,Method for manufacturing rare earth fluoride ,"包头瑞达稀土材料有限公司, 瑞科稀土冶金及功能材料国家工程研究中心有限公司","尹祖平, 琚建勇, 梁行方, 徐志广, 贾恩泽, 王远锡, 孟兆东, 孟剑鸿, 邱桦林",2009-11-04,2009-11-04,2011-05-04,2011-05-04,https://patents.google.com/patent/CN101700902B/en,
CN-101716491-B,Method for preparing heavy metal adsorbent by carbonizing lakebed sludge ,昆明理工大学,"赵健蓉, 杨月红, 任治忠, 李迎, 刘梦雪, 付廷栋, 舒敦涛",2009-12-14,2009-12-14,2012-02-15,2012-02-15,https://patents.google.com/patent/CN101716491B/en,https://patentimages.storage.googleapis.com/fa/2c/9c/9886bcb39a4c43/H2009102183453E00011.png
CN-101429582-B,Method for producing ferro-silicon alloy and calcium aluminate material with red mud and aluminum ash ,武汉科技大学,"李远兵, 胡建宝, 李亚伟, 赵雷, 吴清顺, 马明军, 金胜利, 李淑静, 桑绍柏",2008-12-04,2008-12-04,2010-06-16,2010-06-16,https://patents.google.com/patent/CN101429582B/en,
US-9808023-B2,Process for producing purified tea extract ,Kao Corporation,"Eizo Maruyama, Yukiteru Sugiyama, Kenichi Shikata, Keiji Shibata, Hideaki Ueoka",2006-03-02,2007-03-01,2017-11-07,2017-11-07,https://patents.google.com/patent/US9808023B2/en,
EP-1989943-B1,Process for producing purified tea extract ,Kao Corporation,"Eizo Maruyama, Yukiteru Sugiyama, Kenichi Shikata, Keiji Shibata, Hideaki Ueoka",2006-03-02,2007-03-01,2011-06-01,2011-06-01,https://patents.google.com/patent/EP1989943B1/en,
CN-101445508-B,Method for synthesizing isosorbide dimethyl ether ,南京威尔化工有限公司,"高正松, 贾建国, 沈德渊, 周霞娟",2008-11-21,2008-11-21,2011-08-31,2011-08-31,https://patents.google.com/patent/CN101445508B/en,
ES-2720190-T3,Fractionation of hop oils using liquid and supercritical carbon dioxide ,Totally Natural Solutions Ltd,Raymond Marriott,2013-10-28,2014-10-23,2019-07-18,2019-07-18,https://patents.google.com/patent/ES2720190T3/en,
CN-102101001-B,Device and method for removing carbon dioxide and hydrogen sulfide from methane by water dissolving method ,北京化工大学,"李秀金, 许晶, 肖勇, 朱保宁, 袁海荣",2011-01-28,2011-01-28,2012-08-29,2012-08-29,https://patents.google.com/patent/CN102101001B/en,https://patentimages.storage.googleapis.com/be/ea/c7/15d7fa0c3507b5/HDA0000045994220000011.png
CN-101830777-B,Method for recovering carbon dioxide by salting and extracting dihydric alcohol in fermentation liquor by coupling ,大连理工大学,"修志龙, 李志刚",2010-02-07,2010-02-07,2012-12-26,2012-12-26,https://patents.google.com/patent/CN101830777B/en,
CN-201634433-U,CO2 fine desulphurizing heat exchange device ,刘金成,"刘金成, 张立国, 陈桂花, 钱进华",2010-02-05,2010-02-05,2010-11-17,2010-11-17,https://patents.google.com/patent/CN201634433U/en,https://patentimages.storage.googleapis.com/c8/16/3f/f8e69c6138948b/HSA00000021995300011.png
CN-102285640-B,Deoxidization purification method of hydrogen-containing gas material ,"中国石油化工股份有限公司, 中国石油化工股份有限公司北京化工研究院","王育, 彭晖, 戴伟, 刘海江, 汪晓菁",2010-06-18,2010-06-18,2014-02-05,2014-02-05,https://patents.google.com/patent/CN102285640B/en,
KR-101427191-B1,Composition for absorbing carbon dioxide comprising anti-solvent and method and apparatus for absorbing carbon dioxide using the same ,"한국에너지기술연구원, 한국과학기술원","정태성, 김종남, 범희태, 한상섭, 윤형철, 김교희, 홍원희",2012-11-09,2012-11-09,2014-08-08,2014-08-08,https://patents.google.com/patent/KR101427191B1/en,https://patentimages.storage.googleapis.com/2a/5a/29/1baa4e4e71d96f/112012092292595-pat00001.png
CN-102921285-B,Method for processing waste gases containing hydrogen cyanide ,"南京大学, 中复神鹰碳纤维有限责任公司","赵玉明, 马堂文, 王利超, 席玉松",2012-11-08,2012-11-08,2015-02-25,2015-02-25,https://patents.google.com/patent/CN102921285B/en,
CN-102965192-B,Method for removing plasticizer residual and contaminant from ganoderma lucidum spore oil raw materials ,广州宝兴生物科技有限公司,林国超,2012-11-05,2012-11-05,2014-03-05,2014-03-05,https://patents.google.com/patent/CN102965192B/en,
DE-102012110520-B4,Process for the production of dry synthetic natural gas (SNG) ,L'Air Liquide Société Anonyme pour l'Etude et l'Exploitation des Procédés Georges Claude,"Manfred Meyer, Stefan Walter, Ute Herrlett",2012-11-02,2012-11-02,2019-01-31,2019-01-31,https://patents.google.com/patent/DE102012110520B4/en,
CN-202808741-U,Deep purification system for natural gas desulfuration and decarburization ,中国石油集团工程设计有限责任公司,"刘家洪, 冼祥发, 周明宇, 张庆林, 杜毅, 王远江, 张津, 郭庆生, 刘波, 曹旭原, 傅贺平, 陆永康, 陈建良, 李明, 宋光红, 张艺",2012-10-10,2012-10-10,2013-03-20,2013-03-20,https://patents.google.com/patent/CN202808741U/en,https://patentimages.storage.googleapis.com/dd/65/e9/98406fc566c64c/121010153730.png
CN-102583817-B,Printing and dyeing tail water deep treatment and reuse process ,南京大学,"耿金菊, 任洪强, 许柯, 丁丽丽",2012-02-02,2012-02-02,2014-06-18,2014-06-18,https://patents.google.com/patent/CN102583817B/en,
CN-204058431-U,A kind of high-purity carbon dioxide being applicable to beer production reclaims airing system ,南京南瑞集团公司,"蒋宏利, 李妍, 夏卫华, 梁升, 张学松, 陈雷, 宋云翔",2014-08-20,2014-08-20,2014-12-31,2014-12-31,https://patents.google.com/patent/CN204058431U/en,
US-7247656-B2,Membrane-enhanced liquid production for syngas hubs ,"L'Air Liquide, Société Anonyme à Directoire et Conseil de Surveillance pour l'Étude et l'Exploitation des Procedes Georges Claude","Chang-Jie Guo, Paul Wentink",2005-02-25,2005-02-25,2007-07-24,2007-07-24,https://patents.google.com/patent/US7247656B2/en,https://patentimages.storage.googleapis.com/e8/31/ee/debcdd9b4d1fe1/US07247656-20070724-D00000.png
CN-101709226-B,Technique for decarburizing Fischer-Tropsch synthetic recycle gas and recovering hydrocarbons ,"中国石油集团工程设计有限责任公司抚顺分公司, 成都华西化工科技股份有限公司","金月昶, 李柏, 康久常, 都浩, 张晶, 高诚, 王东辉, 刘洪洋, 陈维思, 温博, 林丽丽, 王涛, 刘国璋",2009-12-02,2009-12-02,2012-10-03,2012-10-03,https://patents.google.com/patent/CN101709226B/en,
CN-104043391-B,CO2 adsorption material and preparation method thereof ,北京林业大学,"王强, 黄亮",2014-07-10,2014-07-10,2017-02-15,2017-02-15,https://patents.google.com/patent/CN104043391B/en,
CN-201582840-U,Byproduct oxygen combustion-supporting device for boiler flue-gas recycle system ,中国石油集团长城钻探工程有限公司,"郭学春, 丁伟, 李金权, 邸轶群, 滕春芝",2009-11-17,2009-11-17,2010-09-15,2010-09-15,https://patents.google.com/patent/CN201582840U/en,https://patentimages.storage.googleapis.com/6e/99/b2/9792087dff1853/H2009202481509E00011.png
CN-101773767-B,Internal circulation closed type CO2 film photocatalytic reduction reaction device and reduction method thereof ,西北大学,"刘恩周, 樊君, 胡晓云, 孙涛, 何奇, 杨宇豪",2010-02-08,2010-02-08,2012-02-01,2012-02-01,https://patents.google.com/patent/CN101773767B/en,https://patentimages.storage.googleapis.com/fd/76/a4/32c6875eec6c88/HSA00000036560500021.png
CN-102671628-B,Microporous molecular sieve-functionalized ionic liquid composite material and preparation method thereof ,华南理工大学,"李雪辉, 麦景璋, 于英豪, 梁汝清, 王芙蓉, 王乐夫",2012-05-11,2012-05-11,2014-10-15,2014-10-15,https://patents.google.com/patent/CN102671628B/en,
